//configuration
//#alleledigits(1~4)	#outputdigits(0~10)	#missingallele	#ambiguousallele	#nthreads(1~64)
3	8	000	999	4
//genotype		
Ind	Pop	Am059	Am14	Am005	Am46	Am52	Am061
W8_26	C8	000000	000000	096104	096098	143150	219230
W8_27	C8	000000	000000	096104	098118	143150	219233
W8_28	C8	000000	000000	096108	098098	140143	213219
W8_29	C8	000000	000000	104108	098098	143150	219228
W8_30	C8	000000	000000	096096	098098	143150	219233
W8_31	C8	000000	000000	108110	100100	140153	219228
W8_33	C8	000000	000000	108108	098098	143143	219219
W8_34	C8	000000	000000	096104	096098	143150	230233
W8_35	C8	000000	000000	104108	098120	143145	217219
W8_36	C8	000000	000000	104108	098100	140140	223233
W8_37	C8	000000	000000	096110	094098	140140	233233
W8_38	C8	000000	000000	108108	098100	140153	213233
W8_39	C8	000000	000000	096099	096098	140155	217219
W8_40	C8	000000	000000	096104	098100	140143	223233
W8_41	C8	000000	000000	100108	096098	140153	215233
W8_42	C8	000000	000000	096104	096098	143150	219230
W8_43	C8	000000	000000	096096	098098	140150	219233
W8_44	C8	000000	000000	108108	098098	140143	219219
W8_45	C8	000000	000000	096113	096098	140140	213233
W8_46	C8	000000	000000	096104	098120	143145	217219
W8_47	C8	000000	000000	096113	092098	140143	215233
W8_48	C8	000000	000000	096113	092098	140143	215233
W8_49	C8	000000	000000	096104	098098	140143	219219
W8_50	C8	000000	000000	096104	098120	140145	217219
W8_51	C8	000000	000000	096104	098120	140145	217219
W8_52	C8	000000	000000	096104	098106	140140	219234
W8_53	C8	000000	000000	096108	096098	140140	213219
W8_54	C8	000000	000000	096104	098100	140143	223233
W8_55	C8	000000	000000	108108	098098	140143	219233
W8_56	C8	000000	000000	104108	098120	140145	217219
W8_57	C8	000000	000000	108113	092098	143143	215219
W8_58	C8	000000	000000	108108	098100	143153	219242
W8_59	C8	000000	000000	108108	098098	140140	213233
W8_60	C8	000000	000000	096108	096098	140143	219233
W8_61	C8	000000	000000	096099	098098	143143	219219
W8_62	C8	000000	000000	096104	096098	143150	219228
W8_63	C8	000000	000000	099108	096098	143155	217233
W8_64	C8	000000	000000	096096	098098	140150	233233
W8_65	C8	000000	000000	104108	098098	140140	219233
W8_66	C8	000000	000000	096104	098100	140143	219233
W8_67	C8	000000	000000	096096	098100	143153	219242
W8_68	C8	000000	000000	096096	098098	143143	219219
W8_69	C8	000000	000000	104108	098098	143150	219228
W8_70	C8	000000	000000	096104	096098	140150	219219
W8_71	C8	000000	000000	096113	092098	143143	215219
W8_72	C8	000000	000000	099108	098098	140142	219233
W8_74	C8	000000	000000	096096	098098	143150	219233
W8_75	C8	000000	000000	096096	098098	143150	219233
W8_76	C8	000000	000000	096096	000000	000000	219219
W8_77	C8	000000	000000	096104	098120	143145	217233
W8_78	C8	000000	000000	096096	098098	140143	219219
W8_79	C8	000000	000000	108108	098118	140150	219219
W8_80	C8	000000	000000	096110	094098	140140	219233
W8_81	C8	000000	000000	108108	098098	140140	213233
W8_82	C8	000000	000000	101108	098098	140143	219219
W8_83	C8	000000	000000	108108	098098	143150	233233
W8_84	C8	000000	000000	096096	098100	140153	215233
D8_1	C8	233	000	096	000	143	000
D8_2	C8	233	000	096	000	143	219
D8_3	C8	233	000	108	000	143	233
D8_4	C8	233	000	108	000	143	233
D8_5	C8	233	000	108	000	143	219
D8_6	C8	233	000	108	000	143	233
D8_7	C8	233	000	108	000	140	233
D8_8	C8	233	000	108	000	140	219
D8_9	C8	233	000	096	000	140	233
D8_10	C8	233	000	096	000	140	233
D8_11	C8	233	000	096	000	143	219
D8_12	C8	233	000	096	000	143	233
D8_13	C8	233	000	108	000	143	233
D8_14	C8	233	000	108	000	143	219
D8_15	C8	233	000	108	000	143	233
D8_16	C8	233	000	096	000	143	233
D8_17	C8	233	000	108	000	140	219
D8_18	C8	233	000	096	000	143	219
D8_19	C8	233	000	096	000	143	233
D8_20	C8	233	000	096	000	140	219
D8_21	C8	233	000	108	000	143	219
D8_22	C8	233	000	096	000	143	219
D8_23	C8	233	000	108	000	143	233
D8_24	C8	233	000	096	000	140	233
D8_25	C8	233	000	096	000	140	233
D8_26	C8	233	000	108	000	143	233
D8_27	C8	233	000	096	000	143	233
D8_28	C8	233	000	096	000	140	233
D8_29	C8	233	000	096	000	143	233
D8_30	C8	233	000	096	000	140	219
D8_31	C8	233	000	108	000	140	233
D8_32	C8	233	000	096	000	143	219
D8_33	C8	233	000	096	000	140	219
D8_34	C8	233	000	108	000	140	219
D8_35	C8	233	000	108	000	140	233
D8_36	C8	233	000	096	000	143	219
D8_37	C8	233	000	096	000	143	219
D8_38	C8	233	000	096	000	140	233
D8_39	C8	233	000	108	000	143	233
D8_40	C8	233	000	096	000	140	233
D8_41	C8	233	000	096	000	143	233
D8_42	C8	233	000	108	000	140	219
D8_43	C8	233	000	108	000	143	219
D8_44	C8	233	000	108	000	140	219
D8_45	C8	233	000	096	000	143	219
D8_46	C8	233	000	096	000	140	233
D8_47	C8	000	000	108	000	000	233
D8_48	C8	000	000	108	000	000	219
//end of file
